seed,observer,epoch,train_reward,val_reward,val_accuracy,replay_accepted,replay_gain
2001,O3,7,0.5173333333333333,0.535,0.7675,0,0.0
2001,O3,8,0.528,0.535,0.7675,0,0.0
2001,O3,9,0.508,0.535,0.7675,0,0.0
2001,O3,10,0.5146666666666667,0.545,0.7725,0,0.0
2001,O3,11,0.524,0.54,0.77,0,0.0
2001,O3,12,0.5253333333333333,0.545,0.7725,0,0.0
2001,O3,13,0.5253333333333333,0.54,0.77,0,0.0
2001,O3,14,0.5333333333333333,0.525,0.7625,0,0.0
2001,O3,15,0.5413333333333333,0.52,0.76,0,0.0
2001,O4,1,0.5146666666666667,0.54,0.77,1,0.0
2001,O4,2,0.5266666666666666,0.52,0.76,0,-0.010000000000000009
2001,O4,3,0.504,0.47,0.735,1,0.0
2001,O4,4,0.49466666666666664,0.515,0.7575,0,-0.020000000000000018
2001,O4,5,0.536,0.515,0.7575,0,-0.0050000000000000044
2001,O4,6,0.5266666666666666,0.54,0.77,1,0.020000000000000018
2001,O4,7,0.532,0.535,0.7675,1,0.015000000000000013
2001,O4,8,0.5253333333333333,0.52,0.76,1,0.0050000000000000044
2001,O4,9,0.5346666666666666,0.515,0.7575,1,0.010000000000000009
2001,O4,10,0.5173333333333333,0.535,0.7675,1,0.0
2001,O4,11,0.5226666666666666,0.535,0.7675,1,0.0
2001,O4,12,0.52,0.535,0.7675,1,0.0
2001,O4,13,0.5253333333333333,0.55,0.775,0,-0.015000000000000013
2001,O4,14,0.5293333333333333,0.545,0.7725,1,0.010000000000000009
2001,O4,15,0.5226666666666666,0.545,0.7725,1,0.0050000000000000044
2001,O5R,1,0.328,0.335,0.6675,1,0.0
2001,O5R,2,0.3293333333333333,0.335,0.6675,1,0.0
2001,O5R,3,0.3253333333333333,0.335,0.6675,1,0.0
2001,O5R,4,0.3293333333333333,0.335,0.6675,1,0.0
2001,O5R,5,0.328,0.335,0.6675,1,0.0
2001,O5R,6,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,7,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,8,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,9,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,10,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,11,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,12,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,13,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,14,0.33066666666666666,0.335,0.6675,1,0.0
2001,O5R,15,0.3293333333333333,0.335,0.6675,1,0.0
2038,O1,1,0.532,0.475,0.7375,0,0.0
2038,O1,2,0.5213333333333333,0.45,0.725,0,0.0
2038,O1,3,0.5213333333333333,0.455,0.7275,0,0.0
2038,O1,4,0.5333333333333333,0.48,0.74,0,0.0
2038,O1,5,0.54,0.48,0.74,0,0.0
2038,O1,6,0.5426666666666666,0.48,0.74,0,0.0
2038,O1,7,0.536,0.48,0.74,0,0.0
2038,O1,8,0.544,0.48,0.74,0,0.0
2038,O1,9,0.5466666666666666,0.48,0.74,0,0.0
2038,O1,10,0.5413333333333333,0.48,0.74,0,0.0
2038,O1,11,0.5386666666666666,0.475,0.7375,0,0.0
2038,O1,12,0.5333333333333333,0.475,0.7375,0,0.0
2038,O1,13,0.5413333333333333,0.475,0.7375,0,0.0
2038,O1,14,0.548,0.475,0.7375,0,0.0
2038,O1,15,0.548,0.48,0.74,0,0.0
2038,O2,1,0.5373333333333333,0.465,0.7325,0,0.0
2038,O2,2,0.5293333333333333,0.465,0.7325,0,0.0
2038,O2,3,0.532,0.49,0.745,0,0.0
2038,O2,4,0.548,0.485,0.7425,0,0.0
2038,O2,5,0.5533333333333333,0.485,0.7425,0,0.0
2038,O2,6,0.544,0.48,0.74,0,0.0
2038,O2,7,0.5386666666666666,0.48,0.74,0,0.0
2038,O2,8,0.548,0.49,0.745,0,0.0
2038,O2,9,0.5453333333333333,0.485,0.7425,0,0.0
2038,O2,10,0.5386666666666666,0.49,0.745,0,0.0
2038,O2,11,0.5346666666666666,0.445,0.7225,0,0.0
2038,O2,12,0.5226666666666666,0.495,0.7475,0,0.0
2038,O2,13,0.532,0.48,0.74,0,0.0
2038,O2,14,0.54,0.485,0.7425,0,0.0
2038,O2,15,0.536,0.475,0.7375,0,0.0
2038,O3,1,0.5253333333333333,0.48,0.74,0,0.0
2038,O3,2,0.5146666666666667,0.48,0.74,0,0.0
2038,O3,3,0.5253333333333333,0.475,0.7375,0,0.0
2038,O3,4,0.5506666666666666,0.48,0.74,0,0.0
2038,O3,5,0.552,0.48,0.74,0,0.0
2038,O3,6,0.532,0.48,0.74,0,0.0
2038,O3,7,0.544,0.48,0.74,0,0.0
2038,O3,8,0.5226666666666666,0.47,0.735,0,0.0
2038,O3,9,0.544,0.48,0.74,0,0.0
2038,O3,10,0.548,0.465,0.7325,0,0.0
2038,O3,11,0.5426666666666666,0.48,0.74,0,0.0
2038,O3,12,0.5453333333333333,0.48,0.74,0,0.0
2038,O3,13,0.544,0.475,0.7375,0,0.0
2038,O3,14,0.54,0.48,0.74,0,0.0
2038,O3,15,0.54,0.48,0.74,0,0.0
2038,O4,1,0.5346666666666666,0.48,0.74,1,0.0
2038,O4,2,0.504,0.47,0.735,0,-0.004999999999999949
2038,O4,3,0.48933333333333334,0.485,0.7425,1,0.03999999999999998
2038,O4,4,0.5333333333333333,0.475,0.7375,1,0.0
2038,O4,5,0.5426666666666666,0.48,0.74,1,0.0
2038,O4,6,0.5346666666666666,0.48,0.74,1,0.0
2038,O4,7,0.54,0.48,0.74,1,0.0
2038,O4,8,0.5173333333333333,0.48,0.74,1,0.12
2038,O4,9,0.5093333333333333,0.48,0.74,1,0.0
2038,O4,10,0.5266666666666666,0.48,0.74,1,0.0
2038,O4,11,0.5453333333333333,0.49,0.745,1,0.015000000000000013
2038,O4,12,0.5266666666666666,0.48,0.74,1,0.0
2038,O4,13,0.5226666666666666,0.48,0.74,1,0.0
2038,O4,14,0.5333333333333333,0.48,0.74,1,0.0
2038,O4,15,0.5426666666666666,0.48,0.74,1,0.0
2038,O5R,1,0.2946666666666667,0.36,0.68,1,0.0
2038,O5R,2,0.30666666666666664,0.36,0.68,1,0.0
2038,O5R,3,0.308,0.36,0.68,1,0.0
2038,O5R,4,0.308,0.36,0.68,1,0.0
2038,O5R,5,0.308,0.36,0.68,1,0.0
2038,O5R,6,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,7,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,8,0.31066666666666665,0.36,0.68,1,0.0
2038,O5R,9,0.308,0.36,0.68,1,0.0
2038,O5R,10,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,11,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,12,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,13,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,14,0.30933333333333335,0.36,0.68,1,0.0
2038,O5R,15,0.30933333333333335,0.36,0.68,1,0.0
2075,O1,1,0.5053333333333333,0.485,0.7425,0,0.0
2075,O1,2,0.49866666666666665,0.49,0.745,0,0.0
2075,O1,3,0.5133333333333333,0.515,0.7575,0,0.0
2075,O1,4,0.5226666666666666,0.515,0.7575,0,0.0
2075,O1,5,0.5333333333333333,0.515,0.7575,0,0.0
2075,O1,6,0.5386666666666666,0.515,0.7575,0,0.0
2075,O1,7,0.54,0.495,0.7475,0,0.0
2075,O1,8,0.5493333333333333,0.505,0.7525,0,0.0
2075,O1,9,0.5546666666666666,0.495,0.7475,0,0.0
2075,O1,10,0.528,0.485,0.7425,0,0.0
2075,O1,11,0.528,0.485,0.7425,0,0.0
2075,O1,12,0.536,0.5,0.75,0,0.0
2075,O1,13,0.536,0.505,0.7525,0,0.0
2075,O1,14,0.552,0.505,0.7525,0,0.0
2075,O1,15,0.5426666666666666,0.515,0.7575,0,0.0
2075,O2,1,0.5306666666666666,0.525,0.7625,0,0.0
2075,O2,2,0.5373333333333333,0.51,0.755,0,0.0
2075,O2,3,0.532,0.535,0.7675,0,0.0
2075,O2,4,0.5253333333333333,0.53,0.765,0,0.0
2075,O2,5,0.54,0.52,0.76,0,0.0
2075,O2,6,0.5426666666666666,0.51,0.755,0,0.0
2075,O2,7,0.536,0.525,0.7625,0,0.0
2075,O2,8,0.532,0.515,0.7575,0,0.0
2075,O2,9,0.5386666666666666,0.54,0.77,0,0.0
2075,O2,10,0.532,0.515,0.7575,0,0.0
2075,O2,11,0.5413333333333333,0.515,0.7575,0,0.0
2075,O2,12,0.5466666666666666,0.495,0.7475,0,0.0
2075,O2,13,0.5306666666666666,0.515,0.7575,0,0.0
2075,O2,14,0.5413333333333333,0.51,0.755,0,0.0
2075,O2,15,0.5493333333333333,0.505,0.7525,0,0.0
2075,O3,1,0.5186666666666667,0.49,0.745,0,0.0
2075,O3,2,0.5306666666666666,0.49,0.745,0,0.0
2075,O3,3,0.5466666666666666,0.52,0.76,0,0.0
2075,O3,4,0.524,0.505,0.7525,0,0.0
2075,O3,5,0.5266666666666666,0.49,0.745,0,0.0
2075,O3,6,0.5133333333333333,0.495,0.7475,0,0.0
2075,O3,7,0.544,0.515,0.7575,0,0.0
2075,O3,8,0.5386666666666666,0.505,0.7525,0,0.0
2075,O3,9,0.544,0.515,0.7575,0,0.0
2075,O3,10,0.54,0.52,0.76,0,0.0
2075,O3,11,0.5426666666666666,0.505,0.7525,0,0.0
2075,O3,12,0.552,0.505,0.7525,0,0.0
2075,O3,13,0.536,0.505,0.7525,0,0.0
2075,O3,14,0.5466666666666666,0.5,0.75,0,0.0
2075,O3,15,0.5453333333333333,0.505,0.7525,0,0.0
2075,O4,1,0.5253333333333333,0.525,0.7625,1,0.020000000000000018
2075,O4,2,0.5186666666666667,0.54,0.77,0,-0.015000000000000013
2075,O4,3,0.5146666666666667,0.53,0.765,0,-0.020000000000000018
2075,O4,4,0.5186666666666667,0.495,0.7475,1,0.0
2075,O4,5,0.532,0.465,0.7325,1,0.0
2075,O4,6,0.5333333333333333,0.515,0.7575,1,0.0
2075,O4,7,0.54,0.51,0.755,1,0.0
2075,O4,8,0.544,0.5,0.75,1,0.0
2075,O4,9,0.548,0.505,0.7525,1,0.0
2075,O4,10,0.5493333333333333,0.505,0.7525,1,0.0
2075,O4,11,0.5453333333333333,0.505,0.7525,1,0.0
2075,O4,12,0.5426666666666666,0.505,0.7525,1,0.0
2075,O4,13,0.5506666666666666,0.505,0.7525,0,-0.0050000000000000044
2075,O4,14,0.5426666666666666,0.51,0.755,0,-0.0050000000000000044
2075,O4,15,0.552,0.51,0.755,1,0.010000000000000009
2075,O5R,1,0.308,0.285,0.6425,1,0.0
2075,O5R,2,0.31466666666666665,0.285,0.6425,1,0.0
2075,O5R,3,0.316,0.285,0.6425,1,0.0
2075,O5R,4,0.31733333333333336,0.285,0.6425,1,0.0
2075,O5R,5,0.316,0.285,0.6425,1,0.0
2075,O5R,6,0.31466666666666665,0.285,0.6425,1,0.0
2075,O5R,7,0.31333333333333335,0.285,0.6425,1,0.0
2075,O5R,8,0.31466666666666665,0.285,0.6425,1,0.0
2075,O5R,9,0.316,0.285,0.6425,1,0.0
2075,O5R,10,0.31466666666666665,0.285,0.6425,1,0.0
2075,O5R,11,0.316,0.285,0.6425,1,0.0
2075,O5R,12,0.316,0.285,0.6425,1,0.0
2075,O5R,13,0.316,0.285,0.6425,1,0.0
2075,O5R,14,0.316,0.285,0.6425,1,0.0
2075,O5R,15,0.316,0.285,0.6425,1,0.0
2112,O1,1,0.5453333333333333,0.485,0.7425,0,0.0
2112,O1,2,0.5493333333333333,0.485,0.7425,0,0.0
2112,O1,3,0.5546666666666666,0.485,0.7425,0,0.0
2112,O1,4,0.5546666666666666,0.485,0.7425,0,0.0
2112,O1,5,0.5493333333333333,0.485,0.7425,0,0.0
2112,O1,6,0.548,0.485,0.7425,0,0.0
2112,O1,7,0.5546666666666666,0.485,0.7425,0,0.0
2112,O1,8,0.5573333333333333,0.48,0.74,0,0.0
2112,O1,9,0.5573333333333333,0.48,0.74,0,0.0
2112,O1,10,0.556,0.48,0.74,0,0.0
2112,O1,11,0.564,0.48,0.74,0,0.0
2112,O1,12,0.5653333333333334,0.485,0.7425,0,0.0
2112,O1,13,0.5586666666666666,0.48,0.74,0,0.0
2112,O1,14,0.5613333333333334,0.48,0.74,0,0.0
2112,O1,15,0.552,0.48,0.74,0,0.0
2112,O2,1,0.5506666666666666,0.485,0.7425,0,0.0
2112,O2,2,0.5546666666666666,0.505,0.7525,0,0.0
2112,O2,3,0.5413333333333333,0.475,0.7375,0,0.0
2112,O2,4,0.548,0.515,0.7575,0,0.0
2112,O2,5,0.5573333333333333,0.5,0.75,0,0.0
2112,O2,6,0.5653333333333334,0.52,0.76,0,0.0
2112,O2,7,0.5426666666666666,0.51,0.755,0,0.0
2112,O2,8,0.556,0.51,0.755,0,0.0
2112,O2,9,0.548,0.49,0.745,0,0.0
2112,O2,10,0.5573333333333333,0.485,0.7425,0,0.0
2112,O2,11,0.5546666666666666,0.48,0.74,0,0.0
2112,O2,12,0.5613333333333334,0.485,0.7425,0,0.0
2112,O2,13,0.5626666666666666,0.51,0.755,0,0.0
2112,O2,14,0.568,0.51,0.755,0,0.0
2112,O2,15,0.5626666666666666,0.505,0.7525,0,0.0
2112,O3,1,0.544,0.485,0.7425,0,0.0
2112,O3,2,0.5453333333333333,0.485,0.7425,0,0.0
2112,O3,3,0.552,0.5,0.75,0,0.0
2112,O3,4,0.5493333333333333,0.485,0.7425,0,0.0
2112,O3,5,0.552,0.48,0.74,0,0.0
2112,O3,6,0.5506666666666666,0.48,0.74,0,0.0
2112,O3,7,0.552,0.485,0.7425,0,0.0
2112,O3,8,0.5506666666666666,0.485,0.7425,0,0.0
2112,O3,9,0.5533333333333333,0.48,0.74,0,0.0
2112,O3,10,0.5546666666666666,0.485,0.7425,0,0.0
2112,O3,11,0.564,0.48,0.74,0,0.0
2112,O3,12,0.556,0.48,0.74,0,0.0
2112,O3,13,0.5613333333333334,0.48,0.74,0,0.0
2112,O3,14,0.556,0.485,0.7425,0,0.0
2112,O3,15,0.5533333333333333,0.48,0.74,0,0.0
2112,O4,1,0.556,0.485,0.7425,1,0.0
2112,O4,2,0.5306666666666666,0.485,0.7425,1,0.0
2112,O4,3,0.5373333333333333,0.485,0.7425,1,0.0
2112,O4,4,0.5346666666666666,0.485,0.7425,1,0.0
2112,O4,5,0.5493333333333333,0.49,0.745,1,0.0050000000000000044
2112,O4,6,0.544,0.475,0.7375,1,0.0
2112,O4,7,0.532,0.485,0.7425,1,0.0
2112,O4,8,0.5466666666666666,0.475,0.7375,0,-0.009999999999999953
2112,O4,9,0.5293333333333333,0.48,0.74,0,-0.014999999999999958
2112,O4,10,0.536,0.485,0.7425,1,0.015000000000000013
2112,O4,11,0.5426666666666666,0.5,0.75,0,-0.015000000000000013
2112,O4,12,0.5506666666666666,0.48,0.74,1,0.0
2112,O4,13,0.5533333333333333,0.48,0.74,1,0.0
2112,O4,14,0.5426666666666666,0.48,0.74,1,0.0
2112,O4,15,0.5533333333333333,0.495,0.7475,1,0.0
2112,O5R,1,0.30266666666666664,0.175,0.5875,1,0.0
2112,O5R,2,0.30933333333333335,0.175,0.5875,1,0.0
2112,O5R,3,0.30933333333333335,0.175,0.5875,1,0.0
2112,O5R,4,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,5,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,6,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,7,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,8,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,9,0.30933333333333335,0.175,0.5875,1,0.0
2112,O5R,10,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,11,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,12,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,13,0.30933333333333335,0.175,0.5875,1,0.0
2112,O5R,14,0.31066666666666665,0.175,0.5875,1,0.0
2112,O5R,15,0.31066666666666665,0.175,0.5875,1,0.0
2149,O1,1,0.54,0.495,0.7475,0,0.0
2149,O1,2,0.572,0.51,0.755,0,0.0
2149,O1,3,0.5666666666666667,0.51,0.755,0,0.0
2149,O1,4,0.5666666666666667,0.505,0.7525,0,0.0
2149,O1,5,0.56,0.49,0.745,0,0.0
2149,O1,6,0.564,0.485,0.7425,0,0.0
2149,O1,7,0.5693333333333334,0.495,0.7475,0,0.0
2149,O1,8,0.5733333333333334,0.48,0.74,0,0.0
2149,O1,9,0.5853333333333334,0.52,0.76,0,0.0
2149,O1,10,0.5666666666666667,0.495,0.7475,0,0.0
2149,O1,11,0.5746666666666667,0.495,0.7475,0,0.0
2149,O1,12,0.5573333333333333,0.505,0.7525,0,0.0
2149,O1,13,0.56,0.505,0.7525,0,0.0
2149,O1,14,0.564,0.495,0.7475,0,0.0
2149,O1,15,0.5733333333333334,0.48,0.74,0,0.0
2149,O2,1,0.5706666666666667,0.505,0.7525,0,0.0
2149,O2,2,0.568,0.51,0.755,0,0.0
2149,O2,3,0.49866666666666665,0.505,0.7525,0,0.0
2149,O2,4,0.5746666666666667,0.4,0.7,0,0.0
2149,O2,5,0.5586666666666666,0.52,0.76,0,0.0
2149,O2,6,0.5613333333333334,0.51,0.755,0,0.0
2149,O2,7,0.5786666666666667,0.475,0.7375,0,0.0
2149,O2,8,0.58,0.51,0.755,0,0.0
2149,O2,9,0.5773333333333334,0.45,0.725,0,0.0
2149,O2,10,0.5826666666666667,0.49,0.745,0,0.0
2149,O2,11,0.584,0.515,0.7575,0,0.0
2149,O2,12,0.596,0.48,0.74,0,0.0
2149,O2,13,0.5906666666666667,0.515,0.7575,0,0.0
2149,O2,14,0.5746666666666667,0.48,0.74,0,0.0
2149,O2,15,0.588,0.49,0.745,0,0.0
2149,O3,1,0.5666666666666667,0.51,0.755,0,0.0
2149,O3,2,0.5586666666666666,0.505,0.7525,0,0.0
2149,O3,3,0.572,0.5,0.75,0,0.0
2149,O3,4,0.5533333333333333,0.505,0.7525,0,0.0
2149,O3,5,0.552,0.52,0.76,0,0.0
2149,O3,6,0.572,0.495,0.7475,0,0.0
2149,O3,7,0.556,0.48,0.74,0,0.0
2149,O3,8,0.576,0.495,0.7475,0,0.0
2149,O3,9,0.568,0.495,0.7475,0,0.0
2149,O3,10,0.572,0.5,0.75,0,0.0
2149,O3,11,0.5546666666666666,0.51,0.755,0,0.0
2149,O3,12,0.5573333333333333,0.515,0.7575,0,0.0
2149,O3,13,0.5746666666666667,0.495,0.7475,0,0.0
2149,O3,14,0.5706666666666667,0.49,0.745,0,0.0
2149,O3,15,0.572,0.485,0.7425,0,0.0
2149,O4,1,0.54,0.51,0.755,1,0.010000000000000009
2149,O4,2,0.5706666666666667,0.51,0.755,0,-0.020000000000000018
2149,O4,3,0.5773333333333334,0.515,0.7575,0,-0.010000000000000009
2149,O4,4,0.552,0.46,0.73,0,-0.010000000000000009
2149,O4,5,0.5573333333333333,0.485,0.7425,1,0.024999999999999967
2149,O4,6,0.56,0.505,0.7525,1,0.0050000000000000044
2149,O4,7,0.572,0.505,0.7525,1,0.0
2149,O4,8,0.5653333333333334,0.495,0.7475,1,0.0
2149,O4,9,0.564,0.505,0.7525,0,-0.010000000000000009
2149,O4,10,0.5586666666666666,0.505,0.7525,0,-0.015000000000000013
2149,O4,11,0.564,0.505,0.7525,1,0.0
2149,O4,12,0.5666666666666667,0.51,0.755,1,0.010000000000000009
2149,O4,13,0.5733333333333334,0.48,0.74,1,0.0
2149,O4,14,0.5613333333333334,0.48,0.74,1,0.0
2149,O4,15,0.5546666666666666,0.495,0.7475,0,-0.0050000000000000044
2149,O5R,1,0.312,0.345,0.6725,1,0.0
2149,O5R,2,0.32133333333333336,0.345,0.6725,1,0.0
2149,O5R,3,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,4,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,5,0.324,0.345,0.6725,1,0.0
2149,O5R,6,0.32133333333333336,0.345,0.6725,1,0.0
2149,O5R,7,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,8,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,9,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,10,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,11,0.324,0.345,0.6725,1,0.0
2149,O5R,12,0.32133333333333336,0.345,0.6725,1,0.0
2149,O5R,13,0.32266666666666666,0.345,0.6725,1,0.0
2149,O5R,14,0.32133333333333336,0.345,0.6725,1,0.0
2149,O5R,15,0.32266666666666666,0.345,0.6725,1,0.0
2186,O1,1,0.5066666666666667,0.54,0.77,0,0.0
2186,O1,2,0.524,0.555,0.7775,0,0.0
2186,O1,3,0.524,0.535,0.7675,0,0.0
2186,O1,4,0.528,0.535,0.7675,0,0.0
2186,O1,5,0.5226666666666666,0.535,0.7675,0,0.0
2186,O1,6,0.5333333333333333,0.535,0.7675,0,0.0
2186,O1,7,0.5306666666666666,0.54,0.77,0,0.0
2186,O1,8,0.5306666666666666,0.535,0.7675,0,0.0
2186,O1,9,0.5306666666666666,0.535,0.7675,0,0.0
2186,O1,10,0.5373333333333333,0.535,0.7675,0,0.0
2186,O1,11,0.528,0.535,0.7675,0,0.0
2186,O1,12,0.5386666666666666,0.535,0.7675,0,0.0
2186,O1,13,0.5306666666666666,0.535,0.7675,0,0.0
2186,O1,14,0.5306666666666666,0.535,0.7675,0,0.0
2186,O1,15,0.536,0.54,0.77,0,0.0
2186,O2,1,0.52,0.55,0.775,0,0.0
2186,O2,2,0.5173333333333333,0.565,0.7825,0,0.0
2186,O2,3,0.5413333333333333,0.57,0.785,0,0.0
2186,O2,4,0.5186666666666667,0.55,0.775,0,0.0
2186,O2,5,0.5226666666666666,0.54,0.77,0,0.0
2186,O2,6,0.5306666666666666,0.53,0.765,0,0.0
2186,O2,7,0.52,0.535,0.7675,0,0.0
2186,O2,8,0.5226666666666666,0.55,0.775,0,0.0
2186,O2,9,0.528,0.54,0.77,0,0.0
2186,O2,10,0.532,0.54,0.77,0,0.0
2186,O2,11,0.536,0.54,0.77,0,0.0
2186,O2,12,0.5266666666666666,0.62,0.81,0,0.0
2186,O2,13,0.5,0.545,0.7725,0,0.0
2186,O2,14,0.524,0.55,0.775,0,0.0
2186,O2,15,0.5266666666666666,0.535,0.7675,0,0.0
2186,O3,1,0.52,0.535,0.7675,0,0.0
2186,O3,2,0.524,0.535,0.7675,0,0.0
2186,O3,3,0.5226666666666666,0.535,0.7675,0,0.0
2186,O3,4,0.532,0.545,0.7725,0,0.0
2186,O3,5,0.5266666666666666,0.535,0.7675,0,0.0
2186,O3,6,0.5413333333333333,0.54,0.77,0,0.0
2186,O3,7,0.5293333333333333,0.535,0.7675,0,0.0
2186,O3,8,0.5413333333333333,0.535,0.7675,0,0.0
2186,O3,9,0.5253333333333333,0.535,0.7675,0,0.0
2186,O3,10,0.532,0.535,0.7675,0,0.0
2186,O3,11,0.528,0.535,0.7675,0,0.0
2186,O3,12,0.5373333333333333,0.535,0.7675,0,0.0
2186,O3,13,0.528,0.535,0.7675,0,0.0
2186,O3,14,0.528,0.535,0.7675,0,0.0
2186,O3,15,0.5306666666666666,0.535,0.7675,0,0.0
2186,O4,1,0.504,0.595,0.7975,0,-0.015000000000000013
2186,O4,2,0.5186666666666667,0.535,0.7675,1,0.0
2186,O4,3,0.5173333333333333,0.54,0.77,1,0.0050000000000000044
2186,O4,4,0.496,0.555,0.7775,1,0.0050000000000000044
2186,O4,5,0.5093333333333333,0.56,0.78,1,0.010000000000000009
2186,O4,6,0.5226666666666666,0.535,0.7675,1,0.0
2186,O4,7,0.5226666666666666,0.535,0.7675,1,0.0
2186,O4,8,0.5173333333333333,0.55,0.775,0,-0.0050000000000000044
2186,O4,9,0.5066666666666667,0.555,0.7775,1,0.010000000000000009
2186,O4,10,0.5066666666666667,0.56,0.78,1,0.0
2186,O4,11,0.5106666666666667,0.56,0.78,1,0.020000000000000018
2186,O4,12,0.5173333333333333,0.56,0.78,1,0.0
2186,O4,13,0.49866666666666665,0.56,0.78,1,0.0
2186,O4,14,0.5133333333333333,0.56,0.78,1,0.0
2186,O4,15,0.516,0.56,0.78,1,0.0
2186,O5R,1,0.2946666666666667,0.295,0.6475,1,0.0
2186,O5R,2,0.28933333333333333,0.295,0.6475,1,0.0
2186,O5R,3,0.2946666666666667,0.295,0.6475,1,0.0
2186,O5R,4,0.296,0.295,0.6475,1,0.0
2186,O5R,5,0.296,0.295,0.6475,1,0.0
2186,O5R,6,0.296,0.295,0.6475,1,0.0
2186,O5R,7,0.296,0.295,0.6475,1,0.0
2186,O5R,8,0.2946666666666667,0.295,0.6475,1,0.0
2186,O5R,9,0.296,0.295,0.6475,1,0.0
2186,O5R,10,0.296,0.295,0.6475,1,0.0
2186,O5R,11,0.296,0.295,0.6475,1,0.0
2186,O5R,12,0.296,0.295,0.6475,1,0.0
2186,O5R,13,0.296,0.295,0.6475,1,0.0
2186,O5R,14,0.296,0.295,0.6475,1,0.0
2186,O5R,15,0.296,0.295,0.6475,1,0.0
2223,O1,1,0.5373333333333333,0.53,0.765,0,0.0
2223,O1,2,0.5613333333333334,0.53,0.765,0,0.0
2223,O1,3,0.5453333333333333,0.53,0.765,0,0.0
2223,O1,4,0.544,0.53,0.765,0,0.0
2223,O1,5,0.5573333333333333,0.53,0.765,0,0.0
