seed,rho,observer,accuracy,reward,OWGE_plus,I_ret,I_adapter_gain,lora_norm,relative_processing_cost,peripheral_cmi
7211,0.5,O3,0.6971428571428572,0.3942857142857143,0.0019545504466294346,0.0,0.08620689655172417,0.9476607441902161,2.02,0.2721876121428225
7211,0.75,O3,0.6628571428571428,0.32571428571428573,0.0018897255064684007,0.0,0.0,0.7226263284683228,2.27,0.2721876121428225
7211,1.0,O3,0.6914285714285714,0.38285714285714284,0.0021734216585031067,0.0,0.07692307692307684,1.1666450500488281,2.52,0.2721876121428225
7301,0.0,O3,0.6657142857142857,0.3314285714285714,0.0011568466712907452,0.0,0.024999999999999977,1.138210415840149,1.52,0.32974782577429995
7301,0.05,O3,0.6685714285714286,0.33714285714285713,0.0012567829636607494,0.0,0.03333333333333341,0.9625692367553711,1.5699999999999998,0.32974782577429995
7301,0.1,O3,0.6657142857142857,0.3314285714285714,0.0013136495539096877,0.0,0.024999999999999977,1.0734283924102783,1.62,0.32974782577429995
7301,0.2,O3,0.6771428571428572,0.35428571428571426,0.0015166493060276454,0.0,0.05833333333333338,0.8688116073608398,1.7199999999999998,0.32974782577429995
7301,0.35,O3,0.6657142857142857,0.3314285714285714,0.0015902201803535583,0.0,0.016806722689075508,1.37497878074646,1.87,0.32974782577429995
7301,0.5,O3,0.7742857142857142,0.5485714285714286,0.0024536877323857015,0.0,0.3361344537815124,0.9037277102470398,2.02,0.32974782577429995
7301,0.75,O3,0.6828571428571428,0.3657142857142857,0.001978160498579646,0.0,0.07499999999999993,0.5954400300979614,2.27,0.32974782577429995
7301,1.0,O3,0.7,0.4,0.002191136114825752,0.0,0.12499999999999988,0.9759165644645691,2.52,0.32974782577429995
7409,0.0,O3,0.7428571428571429,0.4857142857142857,0.0016274592243905788,0.0,0.16666666666666685,0.6318520307540894,1.52,0.2596864076125835
7409,0.05,O3,0.7971428571428572,0.5942857142857143,0.002094479469454447,0.0,0.3425925925925927,0.6434558629989624,1.5699999999999998,0.2596864076125835
7409,0.1,O3,0.7428571428571429,0.4857142857142857,0.0017762292042700714,0.0,0.16666666666666685,0.696223258972168,1.62,0.2596864076125835
7409,0.2,O3,0.7942857142857143,0.5885714285714285,0.0022729134340324707,0.0,0.3333333333333333,0.7384079098701477,1.7199999999999998,0.2596864076125835
7409,0.35,O3,0.6914285714285714,0.38285714285714284,0.0016890090393577664,0.0,0.009174311926605259,0.43324586749076843,1.87,0.2596864076125835
7409,0.5,O3,0.7114285714285714,0.4228571428571429,0.001936238575755843,0.0,0.07339449541284386,0.779019296169281,2.02,0.2596864076125835
7409,0.75,O3,0.6885714285714286,0.37714285714285717,0.001902206071382056,0.0,0.0,0.8215616941452026,2.27,0.2596864076125835
7409,1.0,O3,0.72,0.44,0.002206962940423632,0.0,0.10091743119266035,0.7783477306365967,2.52,0.2596864076125835
