seed,observer,observer_a,observer_b,cosine
2186,O1,O1,O1,1.0
2186,O1,O1,O2,0.6865437626838684
2186,O1,O1,O3,0.85968017578125
2186,O1,O1,O4,0.6978417634963989
2186,O1,O1,O5R,0.389346182346344
2186,O2,O2,O1,0.6865437626838684
2186,O2,O2,O2,1.0000001192092896
2186,O2,O2,O3,0.810736358165741
2186,O2,O2,O4,0.40206998586654663
2186,O2,O2,O5R,0.43269437551498413
2186,O3,O3,O1,0.85968017578125
2186,O3,O3,O2,0.810736358165741
2186,O3,O3,O3,0.9999999403953552
2186,O3,O3,O4,0.6177306771278381
2186,O3,O3,O5R,0.42771124839782715
2186,O4,O4,O1,0.6978417634963989
2186,O4,O4,O2,0.40206998586654663
2186,O4,O4,O3,0.6177306771278381
2186,O4,O4,O4,1.0000001192092896
2186,O4,O4,O5R,0.10323404520750046
2186,O5R,O5R,O1,0.389346182346344
2186,O5R,O5R,O2,0.43269437551498413
2186,O5R,O5R,O3,0.42771124839782715
2186,O5R,O5R,O4,0.10323404520750046
2186,O5R,O5R,O5R,1.0
2223,O1,O1,O1,1.0
2223,O1,O1,O2,0.7444354891777039
2223,O1,O1,O3,0.6887420415878296
2223,O1,O1,O4,0.6106569766998291
2223,O1,O1,O5R,0.3927915096282959
2223,O2,O2,O1,0.7444354891777039
2223,O2,O2,O2,1.0000001192092896
2223,O2,O2,O3,0.49143683910369873
2223,O2,O2,O4,0.4799194931983948
2223,O2,O2,O5R,0.1896524727344513
2223,O3,O3,O1,0.6887420415878296
2223,O3,O3,O2,0.49143683910369873
2223,O3,O3,O3,1.0000001192092896
2223,O3,O3,O4,0.821887195110321
2223,O3,O3,O5R,0.23561343550682068
2223,O4,O4,O1,0.6106569766998291
2223,O4,O4,O2,0.4799194931983948
2223,O4,O4,O3,0.821887195110321
2223,O4,O4,O4,1.0
2223,O4,O4,O5R,0.10043534636497498
2223,O5R,O5R,O1,0.3927915096282959
2223,O5R,O5R,O2,0.1896524727344513
2223,O5R,O5R,O3,0.23561343550682068
2223,O5R,O5R,O4,0.10043534636497498
2223,O5R,O5R,O5R,0.9999999403953552
2260,O1,O1,O1,1.0
2260,O1,O1,O2,0.5486945509910583
2260,O1,O1,O3,0.8106665015220642
2260,O1,O1,O4,0.7452654838562012
2260,O1,O1,O5R,0.16277016699314117
2260,O2,O2,O1,0.5486945509910583
2260,O2,O2,O2,1.0
2260,O2,O2,O3,0.5545278191566467
2260,O2,O2,O4,0.415168434381485
2260,O2,O2,O5R,0.3506844937801361
2260,O3,O3,O1,0.8106665015220642
2260,O3,O3,O2,0.5545278191566467
2260,O3,O3,O3,1.0
2260,O3,O3,O4,0.6435388922691345
2260,O3,O3,O5R,0.10532595962285995
2260,O4,O4,O1,0.7452654838562012
2260,O4,O4,O2,0.415168434381485
2260,O4,O4,O3,0.6435388922691345
2260,O4,O4,O4,1.0
2260,O4,O4,O5R,0.12841667234897614
2260,O5R,O5R,O1,0.16277016699314117
2260,O5R,O5R,O2,0.3506844937801361
2260,O5R,O5R,O3,0.10532595962285995
2260,O5R,O5R,O4,0.12841667234897614
2260,O5R,O5R,O5R,1.0000001192092896
2297,O1,O1,O1,0.9999999403953552
2297,O1,O1,O2,0.6134642362594604
2297,O1,O1,O3,0.8231812715530396
2297,O1,O1,O4,0.4015486538410187
2297,O1,O1,O5R,0.23880405724048615
2297,O2,O2,O1,0.6134642362594604
2297,O2,O2,O2,1.0000001192092896
2297,O2,O2,O3,0.6916965246200562
2297,O2,O2,O4,0.469098836183548
2297,O2,O2,O5R,0.27349066734313965
2297,O3,O3,O1,0.8231812715530396
2297,O3,O3,O2,0.6916965246200562
2297,O3,O3,O3,1.0000001192092896
2297,O3,O3,O4,0.46567052602767944
2297,O3,O3,O5R,0.33588436245918274
2297,O4,O4,O1,0.4015486538410187
2297,O4,O4,O2,0.469098836183548
2297,O4,O4,O3,0.46567052602767944
2297,O4,O4,O4,1.0000001192092896
2297,O4,O4,O5R,0.2835390567779541
2297,O5R,O5R,O1,0.23880405724048615
2297,O5R,O5R,O2,0.27349066734313965
2297,O5R,O5R,O3,0.33588436245918274
2297,O5R,O5R,O4,0.2835390567779541
2297,O5R,O5R,O5R,0.9999998807907104
2334,O1,O1,O1,0.9999998807907104
2334,O1,O1,O2,0.6858751773834229
2334,O1,O1,O3,0.8174406886100769
2334,O1,O1,O4,0.716607928276062
2334,O1,O1,O5R,0.06315688788890839
2334,O2,O2,O1,0.6858751773834229
2334,O2,O2,O2,1.0
2334,O2,O2,O3,0.7209198474884033
2334,O2,O2,O4,0.570239245891571
2334,O2,O2,O5R,0.2933846712112427
2334,O3,O3,O1,0.8174406886100769
2334,O3,O3,O2,0.7209198474884033
2334,O3,O3,O3,1.0000001192092896
2334,O3,O3,O4,0.7147432565689087
2334,O3,O3,O5R,0.14122280478477478
2334,O4,O4,O1,0.716607928276062
2334,O4,O4,O2,0.570239245891571
2334,O4,O4,O3,0.7147432565689087
2334,O4,O4,O4,1.0
2334,O4,O4,O5R,0.044906821101903915
2334,O5R,O5R,O1,0.06315688788890839
2334,O5R,O5R,O2,0.2933846712112427
2334,O5R,O5R,O3,0.14122280478477478
2334,O5R,O5R,O4,0.044906821101903915
2334,O5R,O5R,O5R,1.0
2371,O1,O1,O1,1.0000001192092896
2371,O1,O1,O2,0.40339475870132446
2371,O1,O1,O3,0.5976853370666504
2371,O1,O1,O4,0.6910812258720398
2371,O1,O1,O5R,0.1904202103614807
2371,O2,O2,O1,0.40339475870132446
2371,O2,O2,O2,1.0
2371,O2,O2,O3,0.266987144947052
2371,O2,O2,O4,0.36451438069343567
2371,O2,O2,O5R,0.16806183755397797
2371,O3,O3,O1,0.5976853370666504
2371,O3,O3,O2,0.266987144947052
2371,O3,O3,O3,1.0
2371,O3,O3,O4,0.6449167132377625
2371,O3,O3,O5R,-0.006733127404004335
2371,O4,O4,O1,0.6910812258720398
2371,O4,O4,O2,0.36451438069343567
2371,O4,O4,O3,0.6449167132377625
2371,O4,O4,O4,1.0000001192092896
2371,O4,O4,O5R,-0.08431190997362137
2371,O5R,O5R,O1,0.1904202103614807
2371,O5R,O5R,O2,0.16806183755397797
2371,O5R,O5R,O3,-0.006733127404004335
2371,O5R,O5R,O4,-0.08431190997362137
2371,O5R,O5R,O5R,1.0000001192092896
2408,O1,O1,O1,0.9999999403953552
2408,O1,O1,O2,0.5603397488594055
2408,O1,O1,O3,0.5591453313827515
2408,O1,O1,O4,0.35849684476852417
2408,O1,O1,O5R,0.2765493094921112
2408,O2,O2,O1,0.5603397488594055
2408,O2,O2,O2,1.0
2408,O2,O2,O3,0.34315070509910583
2408,O2,O2,O4,0.37222573161125183
2408,O2,O2,O5R,0.2929809093475342
2408,O3,O3,O1,0.5591453313827515
2408,O3,O3,O2,0.34315070509910583
2408,O3,O3,O3,0.9999999403953552
2408,O3,O3,O4,0.5036501288414001
2408,O3,O3,O5R,0.19276347756385803
2408,O4,O4,O1,0.35849684476852417
2408,O4,O4,O2,0.37222573161125183
2408,O4,O4,O3,0.5036501288414001
2408,O4,O4,O4,1.0000001192092896
2408,O4,O4,O5R,0.22626006603240967
2408,O5R,O5R,O1,0.2765493094921112
2408,O5R,O5R,O2,0.2929809093475342
2408,O5R,O5R,O3,0.19276347756385803
2408,O5R,O5R,O4,0.22626006603240967
2408,O5R,O5R,O5R,1.0000001192092896
2445,O1,O1,O1,0.9999999403953552
2445,O1,O1,O2,0.7365949749946594
2445,O1,O1,O3,0.4741274118423462
2445,O1,O1,O4,0.729126513004303
2445,O1,O1,O5R,0.013154435902833939
2445,O2,O2,O1,0.7365949749946594
2445,O2,O2,O2,1.0
2445,O2,O2,O3,0.6136947274208069
2445,O2,O2,O4,0.6803299784660339
2445,O2,O2,O5R,0.16933956742286682
2445,O3,O3,O1,0.4741274118423462
2445,O3,O3,O2,0.6136947274208069
2445,O3,O3,O3,1.0
2445,O3,O3,O4,0.4964299499988556
2445,O3,O3,O5R,0.2841010093688965
2445,O4,O4,O1,0.729126513004303
2445,O4,O4,O2,0.6803299784660339
2445,O4,O4,O3,0.4964299499988556
2445,O4,O4,O4,0.9999999403953552
2445,O4,O4,O5R,-0.02634090930223465
2445,O5R,O5R,O1,0.013154435902833939
2445,O5R,O5R,O2,0.16933956742286682
2445,O5R,O5R,O3,0.2841010093688965
2445,O5R,O5R,O4,-0.02634090930223465
2445,O5R,O5R,O5R,1.0
2482,O1,O1,O1,0.9999998807907104
2482,O1,O1,O2,0.8073104023933411
2482,O1,O1,O3,0.8241000771522522
2482,O1,O1,O4,0.7581031918525696
2482,O1,O1,O5R,0.10836366564035416
2482,O2,O2,O1,0.8073104023933411
2482,O2,O2,O2,1.0
2482,O2,O2,O3,0.7947864532470703
2482,O2,O2,O4,0.8406855463981628
2482,O2,O2,O5R,0.09115341305732727
2482,O3,O3,O1,0.8241000771522522
2482,O3,O3,O2,0.7947864532470703
2482,O3,O3,O3,1.0
2482,O3,O3,O4,0.7898938655853271
2482,O3,O3,O5R,0.12525424361228943
2482,O4,O4,O1,0.7581031918525696
2482,O4,O4,O2,0.8406855463981628
2482,O4,O4,O3,0.7898938655853271
2482,O4,O4,O4,1.0000001192092896
2482,O4,O4,O5R,0.0782424658536911
2482,O5R,O5R,O1,0.10836366564035416
2482,O5R,O5R,O2,0.09115341305732727
2482,O5R,O5R,O3,0.12525424361228943
2482,O5R,O5R,O4,0.0782424658536911
2482,O5R,O5R,O5R,1.0
2519,O1,O1,O1,1.0
2519,O1,O1,O2,0.5806095600128174
2519,O1,O1,O3,0.6375452876091003
2519,O1,O1,O4,0.5332512259483337
2519,O1,O1,O5R,0.28862515091896057
2519,O2,O2,O1,0.5806095600128174
2519,O2,O2,O2,1.0
2519,O2,O2,O3,0.7244755029678345
2519,O2,O2,O4,0.6608532071113586
2519,O2,O2,O5R,0.4120531678199768
2519,O3,O3,O1,0.6375452876091003
2519,O3,O3,O2,0.7244755029678345
2519,O3,O3,O3,1.0
2519,O3,O3,O4,0.6949995756149292
2519,O3,O3,O5R,0.34047234058380127
2519,O4,O4,O1,0.5332512259483337
2519,O4,O4,O2,0.6608532071113586
2519,O4,O4,O3,0.6949995756149292
2519,O4,O4,O4,1.0
2519,O4,O4,O5R,0.5172327160835266
2519,O5R,O5R,O1,0.28862515091896057
2519,O5R,O5R,O2,0.4120531678199768
2519,O5R,O5R,O3,0.34047234058380127
2519,O5R,O5R,O4,0.5172327160835266
2519,O5R,O5R,O5R,1.0
2556,O1,O1,O1,1.0
2556,O1,O1,O2,0.5958748459815979
2556,O1,O1,O3,0.7897872924804688
2556,O1,O1,O4,0.7281959652900696
2556,O1,O1,O5R,-0.02424122393131256
2556,O2,O2,O1,0.5958748459815979
2556,O2,O2,O2,1.0
2556,O2,O2,O3,0.5474136471748352
2556,O2,O2,O4,0.5723724365234375
2556,O2,O2,O5R,0.08384246379137039
2556,O3,O3,O1,0.7897872924804688
2556,O3,O3,O2,0.5474136471748352
2556,O3,O3,O3,1.0000001192092896
2556,O3,O3,O4,0.7158378958702087
2556,O3,O3,O5R,-0.04724898561835289
2556,O4,O4,O1,0.7281959652900696
2556,O4,O4,O2,0.5723724365234375
2556,O4,O4,O3,0.7158378958702087
2556,O4,O4,O4,1.0
2556,O4,O4,O5R,-0.0639098584651947
2556,O5R,O5R,O1,-0.02424122393131256
2556,O5R,O5R,O2,0.08384246379137039
2556,O5R,O5R,O3,-0.04724898561835289
2556,O5R,O5R,O4,-0.0639098584651947
2556,O5R,O5R,O5R,1.0000001192092896
2593,O1,O1,O1,1.0
2593,O1,O1,O2,0.8304042816162109
2593,O1,O1,O3,0.2822599411010742
2593,O1,O1,O4,0.7553310394287109
2593,O1,O1,O5R,0.12890246510505676
2593,O2,O2,O1,0.8304042816162109
2593,O2,O2,O2,1.0
2593,O2,O2,O3,0.2185457944869995
2593,O2,O2,O4,0.7660255432128906
2593,O2,O2,O5R,0.13112154603004456
2593,O3,O3,O1,0.2822599411010742
2593,O3,O3,O2,0.2185457944869995
2593,O3,O3,O3,1.0
2593,O3,O3,O4,0.15749524533748627
2593,O3,O3,O5R,-0.32783612608909607
2593,O4,O4,O1,0.7553310394287109
2593,O4,O4,O2,0.7660255432128906
2593,O4,O4,O3,0.15749524533748627
2593,O4,O4,O4,1.0
2593,O4,O4,O5R,0.035344429314136505
2593,O5R,O5R,O1,0.12890246510505676
2593,O5R,O5R,O2,0.13112154603004456
2593,O5R,O5R,O3,-0.32783612608909607
2593,O5R,O5R,O4,0.035344429314136505
2593,O5R,O5R,O5R,1.0
2630,O1,O1,O1,1.0
2630,O1,O1,O2,0.6309953927993774
2630,O1,O1,O3,0.8362903594970703
2630,O1,O1,O4,0.3770403563976288
2630,O1,O1,O5R,0.23004698753356934
2630,O2,O2,O1,0.6309953927993774
2630,O2,O2,O2,0.9999999403953552
2630,O2,O2,O3,0.7131819128990173
2630,O2,O2,O4,0.3860348165035248
2630,O2,O2,O5R,0.19356434047222137
2630,O3,O3,O1,0.8362903594970703
2630,O3,O3,O2,0.7131819128990173
2630,O3,O3,O3,1.0
2630,O3,O3,O4,0.5319112539291382
2630,O3,O3,O5R,0.2275865525007248
2630,O4,O4,O1,0.3770403563976288
2630,O4,O4,O2,0.3860348165035248
2630,O4,O4,O3,0.5319112539291382
2630,O4,O4,O4,1.0000001192092896
2630,O4,O4,O5R,0.03120826557278633
2630,O5R,O5R,O1,0.23004698753356934
2630,O5R,O5R,O2,0.19356434047222137
2630,O5R,O5R,O3,0.2275865525007248
2630,O5R,O5R,O4,0.03120826557278633
2630,O5R,O5R,O5R,1.0
2667,O1,O1,O1,1.0000001192092896
2667,O1,O1,O2,0.6848658919334412
2667,O1,O1,O3,0.8803197145462036
2667,O1,O1,O4,0.6474893093109131
2667,O1,O1,O5R,0.04894742742180824
2667,O2,O2,O1,0.6848658919334412
2667,O2,O2,O2,1.0
2667,O2,O2,O3,0.743674099445343
2667,O2,O2,O4,0.5018898844718933
2667,O2,O2,O5R,0.2631533145904541
2667,O3,O3,O1,0.8803197145462036
2667,O3,O3,O2,0.743674099445343
2667,O3,O3,O3,1.0
2667,O3,O3,O4,0.6048808693885803
2667,O3,O3,O5R,0.15322665870189667
2667,O4,O4,O1,0.6474893093109131
2667,O4,O4,O2,0.5018898844718933
2667,O4,O4,O3,0.6048808693885803
2667,O4,O4,O4,1.0000001192092896
2667,O4,O4,O5R,0.05736774951219559
2667,O5R,O5R,O1,0.04894742742180824
2667,O5R,O5R,O2,0.2631533145904541
2667,O5R,O5R,O3,0.15322665870189667
2667,O5R,O5R,O4,0.05736774951219559
2667,O5R,O5R,O5R,1.0000001192092896
2704,O1,O1,O1,0.9999999403953552
2704,O1,O1,O2,0.4963550269603729
2704,O1,O1,O3,0.6130729913711548
2704,O1,O1,O4,0.5372681617736816
2704,O1,O1,O5R,0.11104955524206161
2704,O2,O2,O1,0.4963550269603729
2704,O2,O2,O2,1.0
2704,O2,O2,O3,0.6520418524742126
2704,O2,O2,O4,0.43163594603538513
2704,O2,O2,O5R,0.27108433842658997
2704,O3,O3,O1,0.6130729913711548
2704,O3,O3,O2,0.6520418524742126
2704,O3,O3,O3,1.0000001192092896
2704,O3,O3,O4,0.6026390194892883
2704,O3,O3,O5R,0.19946029782295227
2704,O4,O4,O1,0.5372681617736816
2704,O4,O4,O2,0.43163594603538513
2704,O4,O4,O3,0.6026390194892883
2704,O4,O4,O4,1.0
2704,O4,O4,O5R,0.10052545368671417
2704,O5R,O5R,O1,0.11104955524206161
2704,O5R,O5R,O2,0.27108433842658997
2704,O5R,O5R,O3,0.19946029782295227
2704,O5R,O5R,O4,0.10052545368671417
2704,O5R,O5R,O5R,1.0
2741,O1,O1,O1,1.0000001192092896
2741,O1,O1,O2,0.796997606754303
2741,O1,O1,O3,0.9035487174987793
2741,O1,O1,O4,0.8388968706130981
2741,O1,O1,O5R,0.07444079220294952
2741,O2,O2,O1,0.796997606754303
2741,O2,O2,O2,1.0
2741,O2,O2,O3,0.8135955929756165
2741,O2,O2,O4,0.8304089903831482
2741,O2,O2,O5R,0.07486653327941895
2741,O3,O3,O1,0.9035487174987793
2741,O3,O3,O2,0.8135955929756165
2741,O3,O3,O3,1.0
2741,O3,O3,O4,0.867484986782074
2741,O3,O3,O5R,0.0008861526730470359
2741,O4,O4,O1,0.8388968706130981
2741,O4,O4,O2,0.8304089903831482
2741,O4,O4,O3,0.867484986782074
2741,O4,O4,O4,1.0
2741,O4,O4,O5R,0.01835302636027336
2741,O5R,O5R,O1,0.07444079220294952
2741,O5R,O5R,O2,0.07486653327941895
2741,O5R,O5R,O3,0.0008861526730470359
2741,O5R,O5R,O4,0.01835302636027336
2741,O5R,O5R,O5R,1.0
2778,O1,O1,O1,1.0
2778,O1,O1,O2,0.8325498104095459
2778,O1,O1,O3,0.9062351584434509
2778,O1,O1,O4,0.8419591188430786
2778,O1,O1,O5R,0.13184572756290436
2778,O2,O2,O1,0.8325498104095459
2778,O2,O2,O2,1.0000001192092896
2778,O2,O2,O3,0.7966334819793701
2778,O2,O2,O4,0.7488803863525391
2778,O2,O2,O5R,0.20428906381130219
2778,O3,O3,O1,0.9062351584434509
2778,O3,O3,O2,0.7966334819793701
2778,O3,O3,O3,1.0
2778,O3,O3,O4,0.8554890751838684
2778,O3,O3,O5R,0.11216818541288376
2778,O4,O4,O1,0.8419591188430786
2778,O4,O4,O2,0.7488803863525391
2778,O4,O4,O3,0.8554890751838684
2778,O4,O4,O4,1.0
2778,O4,O4,O5R,0.16240651905536652
2778,O5R,O5R,O1,0.13184572756290436
2778,O5R,O5R,O2,0.20428906381130219
2778,O5R,O5R,O3,0.11216818541288376
2778,O5R,O5R,O4,0.16240651905536652
2778,O5R,O5R,O5R,0.9999999403953552
2815,O1,O1,O1,1.0
2815,O1,O1,O2,0.6624987721443176
2815,O1,O1,O3,0.8157934546470642
2815,O1,O1,O4,0.32407087087631226
2815,O1,O1,O5R,0.21465840935707092
2815,O2,O2,O1,0.6624987721443176
2815,O2,O2,O2,1.0000001192092896
2815,O2,O2,O3,0.516934871673584
2815,O2,O2,O4,0.17482799291610718
2815,O2,O2,O5R,0.1143907979130745
2815,O3,O3,O1,0.8157934546470642
2815,O3,O3,O2,0.516934871673584
2815,O3,O3,O3,1.0000001192092896
2815,O3,O3,O4,0.45221567153930664
2815,O3,O3,O5R,0.20029686391353607
2815,O4,O4,O1,0.32407087087631226
2815,O4,O4,O2,0.17482799291610718
2815,O4,O4,O3,0.45221567153930664
2815,O4,O4,O4,0.9999998807907104
2815,O4,O4,O5R,-0.16195213794708252
2815,O5R,O5R,O1,0.21465840935707092
2815,O5R,O5R,O2,0.1143907979130745
2815,O5R,O5R,O3,0.20029686391353607
2815,O5R,O5R,O4,-0.16195213794708252
2815,O5R,O5R,O5R,1.0
2852,O1,O1,O1,0.9999998807907104
2852,O1,O1,O2,0.8125427961349487
2852,O1,O1,O3,0.8863216042518616
2852,O1,O1,O4,0.7517510652542114
2852,O1,O1,O5R,0.07593529671430588
2852,O2,O2,O1,0.8125427961349487
2852,O2,O2,O2,1.0
2852,O2,O2,O3,0.7886651158332825
2852,O2,O2,O4,0.5427766442298889
2852,O2,O2,O5R,0.11197611689567566
2852,O3,O3,O1,0.8863216042518616
2852,O3,O3,O2,0.7886651158332825
2852,O3,O3,O3,1.0
2852,O3,O3,O4,0.7925556898117065
2852,O3,O3,O5R,0.04518087953329086
2852,O4,O4,O1,0.7517510652542114
2852,O4,O4,O2,0.5427766442298889
2852,O4,O4,O3,0.7925556898117065
2852,O4,O4,O4,1.0
2852,O4,O4,O5R,-0.030631590634584427
2852,O5R,O5R,O1,0.07593529671430588
2852,O5R,O5R,O2,0.11197611689567566
2852,O5R,O5R,O3,0.04518087953329086
2852,O5R,O5R,O4,-0.030631590634584427
2852,O5R,O5R,O5R,1.0
2889,O1,O1,O1,1.0000001192092896
2889,O1,O1,O2,0.7229726910591125
2889,O1,O1,O3,0.8600457906723022
2889,O1,O1,O4,0.7394890189170837
2889,O1,O1,O5R,0.09538600593805313
2889,O2,O2,O1,0.7229726910591125
2889,O2,O2,O2,1.0
2889,O2,O2,O3,0.7028916478157043
2889,O2,O2,O4,0.6624661684036255
2889,O2,O2,O5R,0.1142251044511795
2889,O3,O3,O1,0.8600457906723022
2889,O3,O3,O2,0.7028916478157043
2889,O3,O3,O3,1.0000001192092896
2889,O3,O3,O4,0.7586702704429626
2889,O3,O3,O5R,0.10855475068092346
2889,O4,O4,O1,0.7394890189170837
2889,O4,O4,O2,0.6624661684036255
2889,O4,O4,O3,0.7586702704429626
2889,O4,O4,O4,1.0000001192092896
2889,O4,O4,O5R,0.03581124171614647
2889,O5R,O5R,O1,0.09538600593805313
2889,O5R,O5R,O2,0.1142251044511795
2889,O5R,O5R,O3,0.10855475068092346
2889,O5R,O5R,O4,0.03581124171614647
2889,O5R,O5R,O5R,1.0
2926,O1,O1,O1,0.9999999403953552
2926,O1,O1,O2,0.6514222025871277
2926,O1,O1,O3,0.78691166639328
2926,O1,O1,O4,0.21353693306446075
2926,O1,O1,O5R,0.2475912719964981
2926,O2,O2,O1,0.6514222025871277
2926,O2,O2,O2,1.0000001192092896
2926,O2,O2,O3,0.7501989006996155
2926,O2,O2,O4,0.22521887719631195
2926,O2,O2,O5R,0.39295437932014465
2926,O3,O3,O1,0.78691166639328
2926,O3,O3,O2,0.7501989006996155
2926,O3,O3,O3,1.0000001192092896
2926,O3,O3,O4,0.2024937868118286
2926,O3,O3,O5R,0.37737250328063965
2926,O4,O4,O1,0.21353693306446075
2926,O4,O4,O2,0.22521887719631195
2926,O4,O4,O3,0.2024937868118286
2926,O4,O4,O4,1.0
2926,O4,O4,O5R,0.12129922211170197
2926,O5R,O5R,O1,0.2475912719964981
2926,O5R,O5R,O2,0.39295437932014465
2926,O5R,O5R,O3,0.37737250328063965
2926,O5R,O5R,O4,0.12129922211170197
2926,O5R,O5R,O5R,1.0
2963,O1,O1,O1,1.0000001192092896
2963,O1,O1,O2,0.621088981628418
2963,O1,O1,O3,0.8454525470733643
2963,O1,O1,O4,0.7970655560493469
2963,O1,O1,O5R,0.019973481073975563
2963,O2,O2,O1,0.621088981628418
2963,O2,O2,O2,0.9999999403953552
2963,O2,O2,O3,0.8087829351425171
2963,O2,O2,O4,0.7662288546562195
2963,O2,O2,O5R,0.22689850628376007
2963,O3,O3,O1,0.8454525470733643
2963,O3,O3,O2,0.8087829351425171
2963,O3,O3,O3,1.0000001192092896
