seed,observer,global_epoch,phase,epoch,train_reward,val_accuracy,val_reward,active_hidden_units,active_embedding_units,retrieval_label_precision,embed_lora_norm,embed_effective_rank,embed_significant_sv,embed_changed_fraction,embed_positive_fraction,embed_negative_fraction,policy_lora_norm,policy_effective_rank,policy_significant_sv,policy_changed_fraction,policy_positive_fraction,policy_negative_fraction,total_lora_norm,memory_records,memory_edges_directed,memory_dream_records,memory_dream_fraction,dream_candidates_cum,dream_valid_cum,dream_00_cum,dream_01_cum,dream_10_cum,dream_11_cum,gradient_updates_this_epoch
12001,O1,12,C,1,0.484375,0.42727272727272725,-0.14545454545454545,17.8,30.240909090909092,0.0,17.815845489501953,1.1807304620742798,1.0,0.8916015625,0.4443359375,0.447265625,1.1096259355545044,1.0026181936264038,1.0,0.96875,0.484375,0.484375,17.850367509456557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,13,C,2,0.5703125,0.42727272727272725,-0.14545454545454545,17.8,28.490909090909092,0.0,16.55307960510254,1.1916775703430176,1.0,0.84765625,0.423828125,0.423828125,1.0753190517425537,1.0026906728744507,1.0,0.96875,0.484375,0.484375,16.587970203611476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,14,C,3,0.640625,0.42727272727272725,-0.14545454545454545,18.30909090909091,30.98181818181818,0.0,15.003170013427734,1.2076059579849243,1.0,0.888671875,0.4482421875,0.4404296875,1.0727698802947998,1.0027025938034058,1.0,0.96875,0.484375,0.484375,15.041474185327875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,15,C,4,0.6015625,0.42727272727272725,-0.14545454545454545,19.327272727272728,30.472727272727273,0.0,13.671666145324707,1.2233614921569824,1.0,0.9248046875,0.4599609375,0.46484375,1.120507836341858,1.0026133060455322,1.0,0.9375,0.46875,0.46875,13.717506807015669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,16,C,5,0.53125,0.42727272727272725,-0.14545454545454545,20.345454545454544,30.98181818181818,0.0,13.229068756103516,1.2284106016159058,1.0,0.94140625,0.47265625,0.46875,1.1782476902008057,1.0025116205215454,1.0,0.96875,0.484375,0.484375,13.281435456048332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,17,C,6,0.5859375,0.42727272727272725,-0.14545454545454545,21.363636363636363,30.98181818181818,0.0,12.636116027832031,1.2368440628051758,1.0,0.9267578125,0.46484375,0.4619140625,1.1088916063308716,1.0026568174362183,1.0,1.0,0.5,0.5,12.68467850847725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,18,C,7,0.6328125,0.42727272727272725,-0.14545454545454545,21.363636363636363,30.490909090909092,0.0,12.77676010131836,1.2346104383468628,1.0,0.921875,0.46484375,0.45703125,1.145543098449707,1.0025933980941772,1.0,1.0,0.5,0.5,12.82801105694279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,19,C,8,0.6015625,0.42727272727272725,-0.14545454545454545,21.363636363636363,30.0,0.0,13.064057350158691,1.2305738925933838,1.0,0.9326171875,0.47265625,0.4599609375,1.192605972290039,1.0025155544281006,1.0,1.0,0.5,0.5,13.118380367003283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,20,C,9,0.5859375,0.42727272727272725,-0.14545454545454545,21.363636363636363,30.0,0.0,12.966395378112793,1.2328218221664429,1.0,0.927734375,0.46875,0.458984375,1.1539863348007202,1.002600073814392,1.0,0.9375,0.46875,0.46875,13.017645469225668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O1,21,C,10,0.6015625,0.42727272727272725,-0.14545454545454545,21.363636363636363,30.509090909090908,0.0,13.087203025817871,1.2315343618392944,1.0,0.93359375,0.4716796875,0.4619140625,1.1688683032989502,1.0025802850723267,1.0,0.9375,0.46875,0.46875,13.13929739938302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,1,A,1,0.7276785714285714,1.0,1.0,32.0,7.118181818181818,0.0,1.1317555904388428,1.828401803970337,3.0,0.931640625,0.4716796875,0.4599609375,0.22501744329929352,1.0000007152557373,1.0,0.90625,0.453125,0.453125,1.1539079539887591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O3,2,A,2,0.8482142857142857,1.0,1.0,32.0,10.572727272727272,0.0,1.144950032234192,1.9482207298278809,3.0,0.8212890625,0.4072265625,0.4140625,0.38630956411361694,1.0000005960464478,1.0,0.96875,0.484375,0.484375,1.2083648685884283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O3,3,A,3,1.0,1.0,1.0,32.0,11.959090909090909,0.0,1.1027976274490356,2.0062756538391113,3.0,0.8427734375,0.4208984375,0.421875,0.3906143307685852,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.1699325461363197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O3,4,A,4,1.0,1.0,1.0,32.0,11.686363636363636,0.0,1.1887009143829346,1.9561927318572998,3.0,0.86328125,0.4326171875,0.4306640625,0.3446767330169678,1.0000011920928955,1.0,0.9375,0.46875,0.46875,1.2376638938492448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O3,5,A,5,1.0,1.0,1.0,32.0,11.427272727272728,0.0,1.2428714036941528,1.924019694328308,3.0,0.8681640625,0.4345703125,0.43359375,0.3142772614955902,1.000001311302185,1.0,0.9375,0.46875,0.46875,1.2819904536360016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O3,6,B,1,0.39705882352941174,0.7,0.4,31.79090909090909,13.754545454545454,0.0,0.5673518180847168,2.6584558486938477,3.0,0.7724609375,0.3916015625,0.380859375,1.0903053283691406,1.0000007152557373,1.0,1.0,0.5,0.5,1.2290865691863098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O3,7,B,2,0.17279411764705882,0.7,0.4,31.78181818181818,13.504545454545454,0.0,0.4543023407459259,2.8953564167022705,3.0,0.58203125,0.2939453125,0.2880859375,1.1311004161834717,1.0000003576278687,1.0,1.0,0.5,0.5,1.2189252513167697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O3,8,B,3,0.4264705882352941,0.6727272727272727,0.34545454545454546,28.740909090909092,13.304545454545455,0.0,0.5196062922477722,2.7238593101501465,3.0,0.48046875,0.2392578125,0.2412109375,1.2961959838867188,1.0,1.0,1.0,0.5,0.5,1.3964650828386422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O3,9,B,4,0.47794117647058826,0.740909090909091,0.4818181818181818,30.53181818181818,13.477272727272727,0.0,0.6946079730987549,2.5005199909210205,3.0,0.576171875,0.2890625,0.287109375,1.1719006299972534,1.0000003576278687,1.0,0.96875,0.484375,0.484375,1.362289001232969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O3,10,B,5,0.5220588235294118,0.740909090909091,0.4818181818181818,31.463636363636365,12.795454545454545,0.0,0.9347323179244995,2.3055241107940674,3.0,0.5546875,0.279296875,0.275390625,1.1380949020385742,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.4727472669194466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O3,11,B,6,0.5036764705882353,0.740909090909091,0.4818181818181818,31.581818181818182,13.022727272727273,0.0,1.3314327001571655,2.1572494506835938,3.0,0.525390625,0.267578125,0.2578125,1.276088833808899,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.8442114159769092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O3,12,C,1,0.1640625,0.21363636363636362,-0.5727272727272728,31.572727272727274,13.745454545454546,0.0,1.348351240158081,2.1349802017211914,3.0,0.62890625,0.318359375,0.310546875,1.292290449142456,1.0000003576278687,1.0,0.96875,0.484375,0.484375,1.8676363863934131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,13,C,2,0.2890625,0.42727272727272725,-0.14545454545454545,31.572727272727274,13.745454545454546,0.0,1.4953231811523438,2.1206023693084717,3.0,0.6748046875,0.333984375,0.3408203125,1.41652512550354,1.0000004768371582,1.0,0.9375,0.46875,0.46875,2.0597414515599732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,14,C,3,0.640625,0.42727272727272725,-0.14545454545454545,31.572727272727274,14.586363636363636,0.0,1.7049146890640259,2.2139477729797363,4.0,0.7041015625,0.34765625,0.3564453125,1.3480645418167114,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.173479262815678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,15,C,4,0.6015625,0.42727272727272725,-0.14545454545454545,31.572727272727274,15.909090909090908,0.0,1.9612252712249756,2.3981704711914062,4.0,0.6474609375,0.3232421875,0.32421875,1.4521912336349487,1.0000003576278687,1.0,0.96875,0.484375,0.484375,2.4403409482155713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,16,C,5,0.53125,0.42727272727272725,-0.14545454545454545,31.713636363636365,16.845454545454544,0.0,2.4281153678894043,2.525869846343994,4.0,0.6640625,0.33203125,0.33203125,1.476349949836731,1.0000004768371582,1.0,0.96875,0.484375,0.484375,2.841716631573883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,17,C,6,0.5859375,0.42727272727272725,-0.14545454545454545,31.927272727272726,24.25,0.0,3.270914316177368,2.4465599060058594,3.0,0.7109375,0.361328125,0.349609375,1.5019747018814087,1.0000004768371582,1.0,0.96875,0.484375,0.484375,3.5992788817853234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,18,C,7,0.6328125,0.42727272727272725,-0.14545454545454545,31.354545454545455,28.904545454545456,0.0,4.487730979919434,2.223374605178833,3.0,0.794921875,0.400390625,0.39453125,1.5657470226287842,1.0000004768371582,1.0,0.96875,0.484375,0.484375,4.753029884925987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,19,C,8,0.6015625,0.42727272727272725,-0.14545454545454545,30.304545454545455,30.477272727272727,0.0,5.860640525817871,2.029707431793213,3.0,0.84375,0.4150390625,0.4287109375,1.658069372177124,1.0000007152557373,1.0,0.96875,0.484375,0.484375,6.090673313830797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,20,C,9,0.5859375,0.42727272727272725,-0.14545454545454545,29.568181818181817,30.495454545454546,0.0,6.440025806427002,2.0093917846679688,3.0,0.8544921875,0.4296875,0.4248046875,1.7002443075180054,1.0000003576278687,1.0,0.96875,0.484375,0.484375,6.6606878843474675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O3,21,C,10,0.6015625,0.42727272727272725,-0.14545454545454545,28.668181818181818,30.70909090909091,0.0,6.944529056549072,1.9829562902450562,3.0,0.8525390625,0.4287109375,0.423828125,1.6941654682159424,1.0000007152557373,1.0,0.96875,0.484375,0.484375,7.148194209095728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,1,A,1,0.7321428571428571,1.0,1.0,32.0,7.1863636363636365,0.0,1.1307121515274048,1.8290464878082275,3.0,0.931640625,0.4716796875,0.4599609375,0.22507308423519135,1.0000007152557373,1.0,0.90625,0.453125,0.453125,1.1528954258122783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4R,2,A,2,0.8258928571428571,1.0,1.0,32.0,10.404545454545454,0.0,1.1527912616729736,1.9459912776947021,3.0,0.8193359375,0.408203125,0.4111328125,0.3957183361053467,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.2188193855200822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4R,3,A,3,1.0,1.0,1.0,32.0,12.086363636363636,0.0,1.1080442667007446,2.0055835247039795,3.0,0.8388671875,0.4208984375,0.41796875,0.39648815989494324,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.1768453415403695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4R,4,A,4,1.0,1.0,1.0,32.0,11.695454545454545,0.0,1.1963534355163574,1.9542208909988403,3.0,0.861328125,0.431640625,0.4296875,0.34319382905960083,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.244605779745692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4R,5,A,5,1.0,1.0,1.0,32.0,11.427272727272728,0.0,1.2512580156326294,1.9218140840530396,3.0,0.865234375,0.43359375,0.431640625,0.3093125522136688,1.0000007152557373,1.0,0.9375,0.46875,0.46875,1.2889223702930441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4R,6,B,1,0.375,0.7,0.4,31.79090909090909,13.645454545454545,0.0,0.561682939529419,2.6684510707855225,3.0,0.7802734375,0.3935546875,0.38671875,1.0865615606307983,1.0000004768371582,1.0,1.0,0.5,0.5,1.2231531995620357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4R,7,B,2,0.20220588235294118,0.7,0.4,31.686363636363637,13.495454545454546,0.0,0.4391009211540222,2.920111656188965,3.0,0.54296875,0.2763671875,0.2666015625,1.160720944404602,1.0000007152557373,1.0,1.0,0.5,0.5,1.241000696912706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4R,8,B,3,0.4375,0.740909090909091,0.4818181818181818,28.654545454545456,13.304545454545455,0.0,0.5143636465072632,2.721090793609619,3.0,0.51953125,0.2578125,0.26171875,1.259989619255066,1.0000007152557373,1.0,1.0,0.5,0.5,1.36093489979454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4R,9,B,4,0.47794117647058826,0.740909090909091,0.4818181818181818,30.554545454545455,13.436363636363636,0.0,0.6900091171264648,2.506483316421509,3.0,0.6103515625,0.3037109375,0.306640625,1.1754846572875977,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.3630395303277834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4R,10,B,5,0.4963235294117647,0.740909090909091,0.4818181818181818,31.454545454545453,12.831818181818182,0.0,0.9138152599334717,2.3332607746124268,3.0,0.5791015625,0.29296875,0.2861328125,1.1646844148635864,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.4803878260487733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4R,11,B,6,0.4632352941176471,0.740909090909091,0.4818181818181818,31.581818181818182,13.022727272727273,0.0,1.2850030660629272,2.2084639072418213,3.0,0.560546875,0.287109375,0.2734375,1.2730827331542969,1.0000004768371582,1.0,1.0,0.5,0.5,1.8088594542547352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4R,12,C,1,0.0546875,0.21363636363636362,-0.5727272727272728,31.572727272727274,13.604545454545455,0.0,1.3293859958648682,2.163135290145874,3.0,0.68359375,0.3427734375,0.3408203125,1.2920504808425903,1.0000003576278687,1.0,0.96875,0.484375,0.484375,1.8538235005110912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,13,C,2,0.1640625,0.7863636363636364,0.5727272727272728,31.572727272727274,13.60909090909091,0.0,1.562737226486206,2.0859344005584717,3.0,0.7294921875,0.369140625,0.3603515625,1.455749750137329,1.0000004768371582,1.0,0.9375,0.46875,0.46875,2.135732889214074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,14,C,3,0.4375,0.42727272727272725,-0.14545454545454545,31.572727272727274,14.336363636363636,0.0,1.84157133102417,2.211300849914551,3.0,0.771484375,0.3837890625,0.3876953125,1.3593496084213257,1.0000003576278687,1.0,0.96875,0.484375,0.484375,2.288933447080833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,15,C,4,0.546875,0.42727272727272725,-0.14545454545454545,31.572727272727274,15.059090909090909,0.0,1.9997481107711792,2.4839026927948,4.0,0.74609375,0.369140625,0.376953125,1.4674564599990845,1.0000003576278687,1.0,0.96875,0.484375,0.484375,2.480407419865927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,16,C,5,0.4921875,0.42727272727272725,-0.14545454545454545,31.572727272727274,17.995454545454546,0.0,2.2693207263946533,2.7502453327178955,4.0,0.8076171875,0.3955078125,0.412109375,1.4731184244155884,1.0000003576278687,1.0,0.96875,0.484375,0.484375,2.705530345717272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,17,C,6,0.4609375,0.42727272727272725,-0.14545454545454545,31.713636363636365,20.1,0.0,2.6804707050323486,2.8934261798858643,4.0,0.849609375,0.4296875,0.419921875,1.5301623344421387,1.0000003576278687,1.0,0.96875,0.484375,0.484375,3.0864737112572387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,18,C,7,0.546875,0.42727272727272725,-0.14545454545454545,31.927272727272726,25.15909090909091,0.0,3.278785228729248,2.862689256668091,4.0,0.888671875,0.4521484375,0.4365234375,1.5429381132125854,1.0000004768371582,1.0,0.96875,0.484375,0.484375,3.6236846713445034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,19,C,8,0.5078125,0.42727272727272725,-0.14545454545454545,31.85909090909091,27.104545454545455,0.0,4.052330017089844,2.7413437366485596,4.0,0.9033203125,0.4609375,0.4423828125,1.6163899898529053,1.0000004768371582,1.0,0.96875,0.484375,0.484375,4.362808174410611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,20,C,9,0.4765625,0.42727272727272725,-0.14545454545454545,31.65,27.654545454545456,0.0,4.759659290313721,2.6543619632720947,4.0,0.8935546875,0.4521484375,0.44140625,1.6018387079238892,1.0000004768371582,1.0,0.96875,0.484375,0.484375,5.021976085772709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4R,21,C,10,0.4453125,0.42727272727272725,-0.14545454545454545,31.786363636363635,28.454545454545453,0.0,5.443850994110107,2.580428123474121,4.0,0.876953125,0.443359375,0.43359375,1.5998917818069458,1.0000003576278687,1.0,0.96875,0.484375,0.484375,5.674078547179886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
12001,O4M,1,A,1,0.7276785714285714,1.0,1.0,32.0,7.118181818181818,1.0,1.1317555904388428,1.828401803970337,3.0,0.931640625,0.4716796875,0.4599609375,0.22501744329929352,1.0000007152557373,1.0,0.90625,0.453125,0.453125,1.1539079539887591,72.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4M,2,A,2,0.7008928571428571,1.0,1.0,32.0,10.681818181818182,1.0,1.1548447608947754,1.9477936029434204,3.0,0.8076171875,0.4013671875,0.40625,0.4293777346611023,1.0000007152557373,1.0,0.9375,0.46875,0.46875,1.2320842750351175,144.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4M,3,A,3,1.0,1.0,1.0,31.87272727272727,12.65,1.0,1.0431050062179565,2.0574791431427,3.0,0.8330078125,0.4169921875,0.416015625,0.48649269342422485,1.0000008344650269,1.0,0.96875,0.484375,0.484375,1.1509748888451563,216.0,1728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4M,4,A,4,1.0,1.0,1.0,32.0,12.413636363636364,1.0,1.1207672357559204,2.0116708278656006,3.0,0.853515625,0.427734375,0.42578125,0.456778883934021,1.0000009536743164,1.0,0.96875,0.484375,0.484375,1.21027523545348,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4M,5,A,5,1.0,1.0,1.0,32.0,12.086363636363636,1.0,1.17960786819458,1.9751802682876587,3.0,0.85546875,0.4287109375,0.4267578125,0.4241001009941101,1.0000011920928955,1.0,0.96875,0.484375,0.484375,1.253529265063156,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12001,O4M,6,B,1,0.38235294117647056,0.6045454545454545,0.20909090909090908,31.263636363636362,14.309090909090909,0.6331603371376099,0.33325403928756714,3.0715866088867188,4.0,0.4736328125,0.2275390625,0.24609375,1.3586431741714478,1.0000007152557373,1.0,1.0,0.5,0.5,1.3989172704002715,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4M,7,B,2,0.33455882352941174,0.6318181818181818,0.2636363636363636,30.45909090909091,14.163636363636364,0.6305165289256197,0.3399125933647156,3.0538928508758545,4.0,0.6015625,0.28515625,0.31640625,1.1689788103103638,1.0000008344650269,1.0,1.0,0.5,0.5,1.2173955930931244,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4M,8,B,3,0.41544117647058826,0.6545454545454545,0.3090909090909091,29.227272727272727,13.881818181818181,0.6587586908041454,0.39869627356529236,2.9252798557281494,4.0,0.7744140625,0.3701171875,0.404296875,1.3830939531326294,1.0000004768371582,1.0,0.96875,0.484375,0.484375,1.4394122417663726,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4M,9,B,4,0.4632352941176471,0.7045454545454546,0.4090909090909091,28.863636363636363,14.545454545454545,0.6924485110848747,0.5055203437805176,2.7162954807281494,4.0,0.79296875,0.390625,0.40234375,1.1806745529174805,1.0000007152557373,1.0,0.96875,0.484375,0.484375,1.284345443361273,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
12001,O4M,10,B,5,0.5955882352941176,0.7909090909090909,0.5818181818181818,29.145454545454545,14.263636363636364,0.7343012921422012,0.7318322062492371,2.373365640640259,4.0,0.763671875,0.376953125,0.38671875,1.2046631574630737,1.0000008344650269,1.0,0.96875,0.484375,0.484375,1.4095359878529274,256.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
